序号	分级	字	繁体字	异体字	汉语拼音	笔画数	笔画分组	通用字分组	简化字总表（1986版）
517	一级	刘	劉		liú	六画	丶	常用字	第二表（L）
518	一级	齐	齊		qí,jì,zī,zhāi	六画	丶	常用字	第二表（Q）
519	一级	交			jiāo	六画	丶	常用字	
520	一级	衣			yī	六画	丶	常用字	
521	一级	次			cì	六画	丶	常用字	
522	一级	产	産		chǎn	六画	丶	常用字	第二表（C）
523	一级	决		決	jué	六画	丶	常用字	
524	一级	亥			hài	六画	丶	次常用字	
525	一级	充			chōng	六画	丶	常用字	
526	一级	妄			wàng	六画	丶	常用字	
527	一级	闭	閉		bì	六画	丶	常用字	第三表（门）
528	一级	问	問		wèn	六画	丶	常用字	第三表（门）
529	一级	闯	闖		chuǎng	六画	丶	常用字	第三表（马）、第三表（门）
530	一级	羊			yáng,xiáng	六画	丶	常用字	
531	一级	并		併並竝	bìng,bīng	六画	丶	常用字	
532	一级	关	關		guān	六画	丶	常用字	第一表（G）
533	一级	米			mǐ	六画	丶	常用字	
534	一级	灯	燈		dēng	六画	丶	常用字	第一表（D）
535	一级	州			zhōu	六画	丶	常用字	
536	一级	汗			hàn,hán	六画	丶	常用字	
537	一级	污		汙汚	wū	六画	丶	常用字	
538	一级	江			jiāng	六画	丶	常用字	
539	一级	汛			xùn	六画	丶	次常用字	
540	一级	池			chí	六画	丶	常用字	
541	一级	汝			rǔ	六画	丶	通用字	
542	一级	汤	湯		tāng,shāng	六画	丶	常用字	第三表（【汤字边】）
543	一级	忙			máng	六画	丶	常用字	
544	一级	兴	興		xīng,xìng	六画	丶	常用字	第一表（X）
545	一级	宇			yǔ	六画	丶	常用字	
546	一级	守			shǒu	六画	丶	常用字	
547	一级	宅			zhái	六画	丶	常用字	
548	一级	字			zì	六画	丶	常用字	
549	一级	安			ān	六画	丶	常用字	
550	一级	讲	講		jiǎng	六画	丶	常用字	第一表（J）
551	一级	讳	諱		huì	六画	丶	次常用字	第三表（韦）、第三表（讠）
552	一级	军	軍		jūn	六画	丶	常用字	第三表（车）
553	一级	讶	訝		yà	六画	丶	次常用字	第三表（讠）
554	一级	许	許		xǔ,hǔ	六画	丶	常用字	第三表（讠）
555	一级	讹	訛	譌	é	六画	丶	次常用字	第三表（讠）
556	一级	论	論		lùn,lún	六画	丶	常用字	第三表（仑）、第三表（讠）
557	一级	讼	訟		sòng	六画	丶	次常用字	第三表（讠）
558	一级	农	農	辳	nóng	六画	丶	常用字	第二表（N）
559	一级	讽	諷		fěng	六画	丶	常用字	第三表（风）、第三表（讠）
560	一级	设	設		shè	六画	丶	常用字	第三表（讠）
561	一级	访	訪		fǎng	六画	丶	常用字	第三表（讠）
562	一级	诀	訣		jué	六画	丶	次常用字	第三表（讠）
563	一级	寻	尋	𡬶	xún	六画	乛	常用字	第二表（X）
564	一级	那			nà,nǎ,nèi,nā	六画	乛	常用字	
565	一级	迅			xùn	六画	乛	常用字	
566	一级	尽	盡儘		jìn,jǐn	六画	乛	常用字	第二表（J）
567	一级	导	導		dǎo	六画	乛	常用字	第一表（D）
568	一级	异		異	yì	六画	乛	常用字	
569	一级	弛			chí	六画	乛	次常用字	
570	一级	孙	孫		sūn,xùn	六画	乛	常用字	第二表（S）
571	一级	阵	陣		zhèn	六画	乛	常用字	第三表（车）
572	一级	阳	陽		yáng	六画	乛	常用字	第一表（Y）
573	一级	收			shōu	六画	乛	常用字	
574	一级	阶	階	堦	jiē	六画	乛	常用字	第一表（J）
575	一级	阴	陰	隂	yīn	六画	乛	常用字	第二表（Y）
576	一级	防			fáng	六画	乛	常用字	
577	一级	奸		姦	jiān	六画	乛	常用字	
578	一级	如			rú	六画	乛	常用字	
579	一级	妇	婦	媍	fù	六画	乛	常用字	第一表（F）
580	一级	妃			fēi,pèi	六画	乛	通用字	
581	一级	好			hǎo,hào	六画	乛	常用字	
582	一级	她			tā,jiě	六画	乛	常用字	
583	一级	妈	媽		mā	六画	乛	常用字	第三表（马）
584	一级	戏	戲	戯	xì,hū	六画	乛	常用字	第一表（X）
585	一级	羽			yǔ	六画	乛	常用字	
586	一级	观	觀		guān,guàn	六画	乛	常用字	第一表（G）
587	一级	欢	歡	懽讙驩	huān	六画	乛	常用字	第一表（H）
588	一级	买	買		mǎi	六画	乛	常用字	第二表（M）
589	一级	红	紅		hóng,gōng	六画	乛	常用字	第三表（纟）
590	一级	驮	馱	䭾	tuó	六画	乛	次常用字	第三表（马）
591	一级	纤	縴纖		xiān,qiàn	六画	乛	常用字	第一表（Q）
592	一级	驯	馴		xùn	六画	乛	次常用字	第三表（马）
593	一级	约	約		yuē,yāo	六画	乛	常用字	第三表（纟）
594	一级	级	級		jí	六画	乛	常用字	第三表（纟）
595	一级	纪	紀		jì,jǐ	六画	乛	常用字	第三表（纟）
596	一级	驰	馳		chí	六画	乛	常用字	第三表（马）
597	一级	纫	紉		rèn	六画	乛	次常用字	第三表（纟）
598	一级	巡		廵	xún	六画	乛	常用字	
599	一级	寿	壽		shòu	七画	一	常用字	第二表（S）
600	一级	弄		挵衖	nòng,lòng	七画	一	常用字	
601	一级	麦	麥		mài	七画	一	常用字	第二表（M）
602	一级	玖			jiǔ	七画	一	次常用字	
603	一级	玛	瑪		mǎ	七画	一	次常用字	第三表（马）
604	一级	形			xíng	七画	一	常用字	
605	一级	进	進		jìn	七画	一	常用字	第二表（J）
606	一级	戒			jiè	七画	一	常用字	
607	一级	吞			tūn	七画	一	常用字	
608	一级	远	遠		yuǎn,yuàn	七画	一	常用字	第一表（Y）
609	一级	违	違		wéi	七画	一	常用字	第三表（韦）
610	一级	韧	韌	靭靱⿰韋刄	rèn	七画	一	次常用字	第三表（韦）
611	一级	运	運		yùn	七画	一	常用字	第一表（Y）
612	一级	扶			fú	七画	一	常用字	
613	一级	抚	撫		fǔ	七画	一	常用字	第三表（无）
614	一级	坛	壇罎	罈壜	tán	七画	一	常用字	第一表（T）
615	一级	技			jì	七画	一	常用字	
616	一级	坏	壞		huài,pēi,pī,péi	七画	一	常用字	第一表（H）
617	一级	抠	摳		kōu	七画	一	次常用字	第三表（区）
618	一级	扰	擾		rǎo	七画	一	常用字	第一表（R）
619	一级	扼		搤	è	七画	一	次常用字	
620	一级	拒			jù	七画	一	常用字	
621	一级	找			zhǎo	七画	一	常用字	
622	一级	批			pī	七画	一	常用字	
623	一级	址		阯	zhǐ	七画	一	常用字	
624	一级	扯		撦	chě	七画	一	常用字	
625	一级	走			zǒu	七画	一	常用字	
626	一级	抄			chāo	七画	一	常用字	
627	一级	贡	貢		gòng	七画	一	常用字	第三表（贝）
628	一级	汞			gǒng	七画	一	次常用字	
629	一级	坝	壩垻		bà	七画	一	常用字	第一表（B）
630	一级	攻			gōng	七画	一	常用字	
631	一级	赤			chì	七画	一	常用字	
632	一级	折	～摺		zhē,zhé,shé	七画	一	常用字	第一表（Z）
633	一级	抓			zhuā	七画	一	常用字	
634	一级	扳			bān	七画	一	次常用字	
635	一级	抡	掄		lūn,lún	七画	一	次常用字	第三表（仑）
636	一级	扮			bàn	七画	一	常用字	
637	一级	抢	搶		qiāng,qiǎng,chēng	七画	一	常用字	第三表（仓）
638	一级	孝			xiào	七画	一	常用字	
639	一级	坎		埳	kǎn	七画	一	次常用字	
640	一级	均			jūn	七画	一	常用字	
641	一级	抑			yì	七画	一	次常用字	
642	一级	抛			pāo	七画	一	常用字	
643	一级	投			tóu	七画	一	常用字	
644	一级	坟	墳		fén	七画	一	常用字	第一表（F）
645	一级	坑		阬	kēng	七画	一	常用字	
646	一级	抗			kàng	七画	一	常用字	
647	一级	坊			fāng,fáng	七画	一	常用字	
648	一级	抖			dǒu	七画	一	常用字	
649	一级	护	護		hù	七画	一	常用字	第一表（H）
650	一级	壳	殻		ké,qiào	七画	一	常用字	第二表（K）
651	一级	志		誌	zhì	七画	一	常用字	
652	一级	块	塊		kuài	七画	一	常用字	第一表（K）
653	一级	扭			niǔ	七画	一	常用字	
654	一级	声	聲		shēng	七画	一	常用字	第一表（S）
655	一级	把			bǎ,bà	七画	一	常用字	
656	一级	报	報		bào	七画	一	常用字	第一表（B）
657	一级	拟	擬	儗	nǐ	七画	一	次常用字	第一表（N）
658	一级	却		㕁卻	què	七画	一	常用字	
659	一级	抒			shū	七画	一	次常用字	
660	一级	劫		刦刧刼	jié	七画	一	常用字	
661	一级	芙			fú	七画	一	次常用字	
662	一级	芜	蕪		wú	七画	一	次常用字	第三表（无）
663	一级	苇	葦		wěi	七画	一	次常用字	第三表（韦）
664	一级	芽			yá	七画	一	常用字	
665	一级	花		芲蘤	huā	七画	一	常用字	
666	一级	芹			qín	七画	一	常用字	
667	一级	芥			jiè,gài	七画	一	次常用字	
668	一级	芬			fēn	七画	一	常用字	
669	一级	苍	蒼		cāng	七画	一	常用字	第三表（仓）
670	一级	芳			fāng	七画	一	常用字	
671	一级	严	嚴		yán	七画	一	常用字	第二表（Y）
672	一级	芦	蘆		lú	七画	一	常用字	第一表（L）
673	一级	芯			xīn,xìn	七画	一	次常用字	
674	一级	劳	勞		láo	七画	一	常用字	第三表（【劳字头】）
675	一级	克	～剋	尅	kè	七画	一	常用字	第一表（K）
676	一级	芭			bā	七画	一	次常用字	
677	一级	苏	蘇囌	甦蘓	sū,sù	七画	一	常用字	第一表（S）
678	一级	杆		桿	gān,gǎn	七画	一	常用字	
679	一级	杠		槓	gàng,gāng	七画	一	常用字	
680	一级	杜			dù	七画	一	常用字	
681	一级	材			cái	七画	一	常用字	
682	一级	村		邨	cūn	七画	一	常用字	
683	一级	杖			zhàng	七画	一	次常用字	
684	一级	杏			xìng	七画	一	常用字	
685	一级	杉			shān,shā	七画	一	次常用字	
686	一级	巫			wū	七画	一	次常用字	
687	一级	极	極		jí	七画	一	常用字	第一表（J）
688	一级	李			lǐ	七画	一	常用字	
689	一级	杨	楊		yáng	七画	一	常用字	第三表（【汤字边】）
690	一级	求			qiú	七画	一	常用字	
691	一级	甫			fǔ	七画	一	次常用字	
692	一级	匣			xiá	七画	一	次常用字	
693	一级	更			gēng,gèng	七画	一	常用字	
694	一级	束			shù	七画	一	常用字	
695	一级	吾			wú,yù	七画	一	通用字	
696	一级	豆		荳	dòu	七画	一	常用字	
697	一级	两	兩		liǎng	七画	一	常用字	第二表（L）
698	一级	酉			yǒu	七画	一	通用字	
699	一级	丽	麗		lì,lí	七画	一	常用字	第二表（L）
700	一级	医	醫		yī	七画	一	常用字	第一表（Y）
701	一级	辰			chén	七画	一	常用字	
702	一级	励	勵		lì	七画	一	常用字	第三表（万）
703	一级	否			fǒu,pǐ	七画	一	常用字	
704	一级	还	還		huán,hái	七画	一	常用字	第一表（H）
705	一级	尬			gà	七画	一	通用字	
706	一级	歼	殲		jiān	七画	一	常用字	第一表（J）
707	一级	来	來		lái	七画	一	常用字	第二表（L）
708	一级	连	連		lián	七画	一	常用字	第三表（车）
709	一级	轩	軒		xuān	七画	一	次常用字	第三表（车）
710	一级	步			bù	七画	丨	常用字	
711	一级	卤	鹵滷		lǔ	七画	丨	次常用字	第二表（L）
712	一级	坚	堅		jiān	七画	丨	常用字	第三表（【坚字头】）
713	一级	肖			xiāo,xiào	七画	丨	次常用字	
714	一级	旱			hàn	七画	丨	常用字	
715	一级	盯			dīng	七画	丨	常用字	
716	一级	呈			chéng	七画	丨	常用字	
717	一级	时	時	旹	shí	七画	丨	常用字	第二表（S）
718	一级	吴			wú	七画	丨	常用字	
719	一级	助			zhù,chú	七画	丨	常用字	
720	一级	县	縣		xiàn,xuán	七画	丨	常用字	第一表（X）
721	一级	里	～裏	裡	lǐ	七画	丨	常用字	第一表（L）
722	一级	呆		獃	dāi	七画	丨	常用字	
723	一级	吱			zhī,zī	七画	丨	次常用字	
724	一级	吠			fèi	七画	丨	次常用字	
725	一级	呕	嘔		ǒu,ōu,òu	七画	丨	次常用字	第三表（区）
726	一级	园	園		yuán	七画	丨	常用字	第一表（Y）
727	一级	旷	曠		kuàng	七画	丨	常用字	第三表（广）
728	一级	围	圍		wéi	七画	丨	常用字	第三表（韦）
729	一级	呀			yā,ya	七画	丨	常用字	
730	一级	吨	噸		dūn	七画	丨	常用字	第一表（D）
731	一级	足			zú	七画	丨	常用字	
732	一级	邮	郵		yóu	七画	丨	常用字	第一表（Y）
733	一级	男			nán	七画	丨	常用字	
734	一级	困	～睏		kùn	七画	丨	常用字	第一表（K）
735	一级	吵			chǎo,chāo	七画	丨	常用字	
736	一级	串			chuàn	七画	丨	常用字	
737	一级	员	員		yuán,yún,yùn	七画	丨	常用字	第三表（贝）
738	一级	呐			nà,nè	七画	丨	次常用字	
739	一级	听	聽		tīng	七画	丨	常用字	第一表（T）
740	一级	吟		唫	yín	七画	丨	次常用字	
741	一级	吩			fēn	七画	丨	常用字	
742	一级	呛	嗆		qiāng,qiàng	七画	丨	次常用字	第三表（仓）
743	一级	吻		脗	wěn	七画	丨	次常用字	
744	一级	吹			chuī	七画	丨	常用字	
745	一级	呜	嗚		wū	七画	丨	常用字	第三表（乌）
746	一级	吭			háng,kēng	七画	丨	次常用字	
747	一级	吧			bā,ba	七画	丨	常用字	
748	一级	邑			yì	七画	丨	次常用字	
749	一级	吼			hǒu	七画	丨	常用字	
750	一级	囤			dùn,tún	七画	丨	次常用字	
751	一级	别	～彆		bié,biè	七画	丨	常用字	第一表（B）
752	一级	吮			shǔn	七画	丨	次常用字	
753	一级	岖	嶇		qū	七画	丨	次常用字	第三表（区）
754	一级	岗	崗		gǎng	七画	丨	常用字	第三表（冈）
755	一级	帐	帳		zhàng	七画	丨	常用字	第三表（长）
756	一级	财	財		cái	七画	丨	常用字	第三表（贝）
757	一级	针	針	鍼	zhēn	七画	丿	常用字	第三表（钅）
758	一级	钉	釘		dīng,dìng	七画	丿	常用字	第三表（钅）
759	一级	牡			mǔ	七画	丿	次常用字	
760	一级	告			gào	七画	丿	常用字	
761	一级	我			wǒ	七画	丿	常用字	
762	一级	乱	亂		luàn	七画	丿	常用字	第一表（L）
763	一级	利			lì	七画	丿	常用字	
764	一级	秃			tū	七画	丿	常用字	
765	一级	秀			xiù	七画	丿	常用字	
766	一级	私			sī	七画	丿	常用字	
767	一级	每			měi	七画	丿	常用字	
768	一级	兵			bīng	七画	丿	常用字	
769	一级	估			gū,gù	七画	丿	常用字	
770	一级	体	體		tǐ,tī,bèn	七画	丿	常用字	第一表（T）
771	一级	何			hé,hē,hè	七画	丿	常用字	
772	一级	佐			zuǒ	七画	丿	通用字	
773	一级	佑			yòu	七画	丿	次常用字	
774	一级	但			dàn	七画	丿	常用字	
775	一级	伸			shēn	七画	丿	常用字	
776	一级	佃			diàn,tián	七画	丿	次常用字	
777	一级	作			zuò	七画	丿	常用字	
778	一级	伯			bó,bǎi,bà	七画	丿	常用字	
779	一级	伶			líng	七画	丿	常用字	
780	一级	佣	傭		yōng,yòng	七画	丿	常用字	第一表（Y）
781	一级	低			dī	七画	丿	常用字	
782	一级	你		妳	nǐ	七画	丿	常用字	
783	一级	住			zhù	七画	丿	常用字	
784	一级	位			wèi	七画	丿	常用字	
785	一级	伴			bàn	七画	丿	常用字	
786	一级	身			shēn	七画	丿	常用字	
787	一级	皂		皁	zào	七画	丿	常用字	
788	一级	伺			sì,cì	七画	丿	次常用字	
789	一级	佛		彿髴	fó,fú,bì,bó	七画	丿	常用字	
790	一级	囱			cōng	七画	丿	次常用字	
791	一级	近			jìn	七画	丿	常用字	
792	一级	彻	徹		chè	七画	丿	常用字	第一表（C）
793	一级	役			yì	七画	丿	常用字	
794	一级	返			fǎn	七画	丿	常用字	
795	一级	余	～餘		yú	七画	丿	常用字	第一表（Y）
796	一级	希			xī	七画	丿	常用字	
797	一级	坐			zuò	七画	丿	常用字	
798	一级	谷	～穀		gǔ	七画	丿	常用字	第一表（G）
799	一级	妥			tuǒ	七画	丿	常用字	
800	一级	含			hán	七画	丿	常用字	
801	一级	邻	鄰	隣	lín	七画	丿	常用字	第一表（L）
802	一级	岔			chà	七画	丿	常用字	
803	一级	肝			gān	七画	丿	常用字	
804	一级	肛		疘	gāng	七画	丿	次常用字	
805	一级	肚			dù,dǔ	七画	丿	常用字	
806	一级	肘			zhǒu	七画	丿	次常用字	
807	一级	肠	腸	膓	cháng	七画	丿	常用字	第三表（【汤字边】）
808	一级	龟	龜		guī,jūn,qiū	七画	丿	常用字	第二表（G）
809	一级	甸			diàn,tián,shèng	七画	丿	次常用字	
810	一级	免			miǎn	七画	丿	常用字	
811	一级	狂			kuáng	七画	丿	常用字	
812	一级	犹	猶		yóu	七画	丿	常用字	第二表（Y）
813	一级	狈	狽		bèi	七画	丿	次常用字	第三表（贝）
814	一级	角			jiǎo,jué	七画	丿	常用字	
815	一级	删		刪	shān	七画	丿	常用字	
816	一级	条	條		tiáo,tiāo	七画	丿	常用字	第二表（T）
817	一级	彤			tóng	七画	丿	次常用字	
818	一级	卵			luǎn	七画	丿	常用字	
819	一级	灸			jiǔ	七画	丿	次常用字	
820	一级	岛	島	㠀	dǎo	七画	丿	常用字	第三表（鸟）
821	一级	刨		鉋鑤	páo,bào	七画	丿	次常用字	
822	一级	迎			yíng	七画	丿	常用字	
823	一级	饭	飯		fàn	七画	丿	常用字	第三表（饣）
824	一级	饮	飲	㱃	yǐn	七画	丿	常用字	第三表（饣）
825	一级	系	～係繫		xì,jì	七画	丿	常用字	第一表（X）
826	一级	言			yán	七画	丶	常用字	
827	一级	冻	凍		dòng	七画	丶	常用字	第三表（东）
828	一级	状	狀		zhuàng	七画	丶	常用字	第一表（Z）
829	一级	亩	畝	𤰜畂𤱈畆畮	mǔ	七画	丶	常用字	第一表（M）
